title,company,location,description,url,technologies,salary,level
Junior Backend Developer,Codefather,Дніпро,"👾 CODEFATHER — амбітна українська IT-компанія. 🌍Наша компанія працює на перетині технологій і творчості, розробляючи сучасні рішення для бізнесу та користувачів по всьому світу. 🖖У нас молодий, амбітний колектив, що постійно розвивається та горить своєю роботою. В компанії ви завжди знайдете підтримку, менторінг та регулярні тімбілдінги. Тому з радістю чекаємо саме на вас у нашій команді! Наші основні напрямки:💻 Software Development — Створюємо цифрові продукти в різних індустріях: Sport • Fintech • Social Network • Retail • AI Education • Agriculture • Medicine • Delivery Healthcare • Entertainment • Mobile • Real Estate • E-Commerce 🎮 GameDev — Розробляємо захопливі ігри на Unity: Casual & Hyper-Casual • Strategy • Multiplayer Educational • Racing • Card & Board • Gambling Sports • VR/AR • PC & Console 🔗 Crypto & Web3 — Будуємо blockchain-рішення майбутнього: Wallets & Payment Systems • Tokenization • KYC & AML NFT & Referral Platforms • Cross-Chain Solutions Exchanges & Analytics • DAO & Governance • DeFi & Liquidity PoolsВідкрита позиція Backend Developer, який прагне професійно зростати разом із командою та брати активну участь у розвитку backend-частини наших проєктів. Ми цінуємо ініціативність, відповідальність і вміння працювати в тісній співпраці з колегами. Працюємо в динамічному середовищі з живою комунікацією та швидким прийняттям рішень. Буде плюсом, якщо ви вже перебуваєте в Дніпрі або готові до релокації.Вимоги:
Python 3.x;

FastAPI;

Розуміння REST (HTTP-методи, статус-коди);

PostgreSQL;

SQLAlchemy, Alembic;

JWT / базова авторизація;

Інтеграція REST API (httpx / requests);

Git;

Основи асинхронності (async/await). 
Буде плюсом:
Redis;

MongoDB;

Docker / docker-compose;

Basic Linux.
Обов’язки:
Розробка та підтримка backend-сервісів на Python (FastAPI);

Робота з PostgreSQL;

Оптимізація та масштабування коду;

Написання та застосування міграцій за допомогою Alembic;

Інтеграція зовнішніх REST API;

Налаштування оточення для розробки з використанням Docker;

Робота з Git;

Виправлення багів та участь у покращенні існуючого коду;

Взаємодія з командою.
Умови роботи:
Навчання та курси професійного розвитку за потреби;
Курси англійської мови, які допоможуть у роботі;
Комфортний офіс у центрі Дніпра та команду, яка завжди підтримає;
Гнучкий графік: 09/11:00 — 18/20:00 на ваш вибір;

Можливості кар'єрного росту;

Корпоративні заходи та тімбілдинги. 
Чому Codefather? У нас ти знайдеш атмосферу відкритості, підтримки та росту. Тут можна: ✨ Реалізовувати власні ідеї 📈 Розвиватися як спеціаліст 🚀 Працювати над цікавими продуктами 🤝 Бути частиною сильної команди",https://www.work.ua/jobs/7617679/,"['Alembic', 'Docker', 'FastAPI', 'Git', 'Linux', 'MongoDB', 'PostgreSQL', 'Python', 'REST API', 'RabbitMQ', 'Redis', 'SQL', 'SQLAlchemy']",25000.0,Junior
Python Developer,Talent Foxmind,Київ,"«Українські Інфосистеми» є однією з провідних телекомунікаційних компаній України. Серед основних напрямків діяльності компанії — є надання інтегрованих послуг комерційним компаніям та державним установам. Компанія володіє великим досвідом проектування та будівництва малих і великих кабельних мереж різного напрямку: від стандартних СКМ до багаторівневих інтегрованих один в одного охоронних систем і систем автоматизації. Для підсилення команди розробників, компанія в пошуку Python Developer.Вимоги: 
Досвід роботи з Python від 2 років.
Досвід роботи з реляційними базами даних (PostgreSQL/MySQL). 
Розуміння принципів RESTful API. 
Розробка та підтримка бекенд-функціоналу для ембедед-рішень на основі Python. 
Досвід роботи з системами контролю версій (Git).
Буде плюсом:
Досвід в проектах розробки та впровадження AI/ Data Science & Machine Learning; 
Розуміння принципів роботи SLAM та досвід з Lidar-based Mapping. 
Обов’язки: 
Розробка та підтримка веб-додатків на Python. 
Створення та підтримка моделей машинного навчання для обробки просторових даних.
Інтеграція та оптимізація Data Science рішень на Python; 
Розробка нового функціонала, інтеграція зі сторонніми сервісами
Написання unit тестів 
Рефакторінг існуючого коду, за потреби
Що пропонує компанія:
Конкурентну заробітну плату та можливості кар'єрного росту;
Робота в офісі м. Київ (вул. Олешківська)
Офіційне працевлаштування;
Професійний розвиток та навчання;
Можливість бронювання в майбутньому.
Роботу у дружньому колективі та високий рівень комунікації;
Можливість впливати на проекти компанії. 
Будемо раді розглянути Ваше резюме :)",https://www.work.ua/jobs/6835279/,"['Git', 'PostgreSQL', 'Python', 'REST API', 'SQL']",,
"Junior Python Developer (AI, Django, API, Automation, Bots, Scrapers)","Мельник О.І., ФОП (IT-компанія)",,"Хочеш писати код, який автоматизує роботу бізнесів, створювати парсери, ботів, інтеграції з API та розробляти проекти на Django? Ми шукаємо Junior Python Developer у напрямку автоматизації та веб-розробки.Що ми очікуємо:
Знання Python і розуміння принципів ООП
Навички роботи з Django (проекти з нуля, підтримка існуючих, робота з БД)
Досвід у бібліотеках для збору даних: Selenium, Playwright, BeautifulSoup, Scrapy, Requests
Розуміння роботи з API та веб-запитами
Інтерес до створення ботів (Telegram, Discord або інші)
Приклади власних проектів (GitHub або інші посилання)
Твої задачі:
Розробка парсерів для збору та обробки даних з різних джерел
Створення ботів для автоматизації завдань
Інтеграції з різними API (маркетплейси, соцмережі, сервіси)
Автоматизація бізнес-процесів і повторюваних рутинних завдань
Розробка проектів на Django з нуля: сайти, внутрішні сервіси, дашборди, CRM
Підтримка та розвиток існуючих Django-проектів
Оптимізація та вдосконалення скриптів і бекенду
Ми пропонуємо:
Повний робочий день (8 годин), Пн-Пт
За бажанням: гнучкий графік (можна підлаштувати початок/кінець дня)
За потреби: можливість роботи на півставки (part-time)
Роботу в команді, яка спеціалізується на автоматизації, парсерах, ботах та Django-проектах
Наставництво: допоможемо прокачати навички, дамо навчальні ресурси, проводимо код-рев'ю
Реальні задачі з першого дня, де твій код одразу приносить користь
Якщо ти ще не маєш комерційного досвіду або не знайомий з окремими технологіями зі списку, але володієш міцними базовими знаннями та маєш сильне бажання швидко навчатися і розвиватися у сфері автоматизації та веб-розробки — пиши нам, і ми обов’язково розглянемо твою кандидатуру!",https://www.work.ua/jobs/7208953/,"['Beautiful Soup', 'Django', 'Git', 'GitHub', 'Python', 'REST API', 'Scrapy', 'Selenium']",25000.0,Junior
"Full‑stack розробник (Python, PHP)",BulRush,Львів,"FULL‑STACK РОЗРОБНИК (Python / PHP)🔹 Основні обов’язки
Розробка та підтримка веб‑додатків (frontend + backend)
Створення REST API та інтеграція з мобільними/веб клієнтами
Проєктування та оптимізація баз даних
Супровід продакшн систем, моніторинг, фікс багів
Участь в архітектурних рішеннях та оптимізації продуктивності
🔹Backend (пріоритет Python / PHP)
Python 3.x (Django / Django REST Framework / FastAPI)
PHP 7+/8+ (Laravel / Symfony або власні MVC рішення)
Проєктування REST/JSON API
SQL (MySQL/PostgreSQL), оптимізація запитів
Auth, JWT, OAuth, безпека застосунків
🔹Frontend
JavaScript/TypeScript
Angular / React або подібні SPA фреймворки
HTML5 / CSS3 / Responsive design
REST інтеграції, робота з формами, UX
🔹Інструменти та процеси
Git / Docker
Linux сервери, базове адміністрування
Postman, Swagger/OpenAPI
OOP / SOLID / Clean Architecture
Agile / Scrum
🔹 Буде плюсом
DevOps досвід, Nginx, CI/CD
Telegram bots / IoT інтеграції / hardware‑сервіси
Досвід фінтех або платіжних систем",https://www.work.ua/jobs/7798362/,"['Agile', 'Angular', 'CI/CD', 'CSS', 'Django', 'Django Rest', 'Docker', 'FastAPI', 'Git', 'HTML', 'JavaScript', 'Laravel', 'Linux', 'PostgreSQL', 'Python', 'REST API', 'React', 'SOLID Principles', 'SQL', 'Swagger', 'TypeScript', 'nginx']",39250.0,
Системний адміністратор,"Український інститут розвитку освіти, ДУ",Київ,"Український інститут розвитку освіти (УІРО) створює новий технічний відділ для підтримки та розвитку державної освітньої платформи Vector (раніше — EdWay).Платформа використовується для професійного розвитку педагогічних працівників і вже сьогодні має понад 50 000 користувачів. У межах пілоту державної політики у сфері професійного розвитку педагогів планується масштабування системи до 350 000 користувачів у найближчі роки.Ми формуємо нову технічну команду, яка відповідатиме за підтримку, розвиток та масштабування платформи, що може стати ключовою державною системою професійного розвитку педагогів на наступні 10 років. Вимоги: 
3+ років досвіду розробки на Python

досвід роботи з Django

досвід роботи з JavaScript

впевнені знання HTML / CSS

досвід роботи з PostgreSQL

досвід роботи з REST API

досвід роботи з Git
Умови роботи: 
робота над державною платформою, що має реальний вплив на розвиток освіти в Україні

можливість долучитися до масштабування системи з 50 000 до 350 000 користувачів 

можливість часткової зайнятості (part-time)

для працівників передбачена можливість отримання бронювання відповідно до чинного законодавства України Обов’язки: 

розробка та підтримка backend на Python/Django

розробка та підтримка frontend частини платформи

робота з REST API

інтеграція з зовнішніми сервісами

оптимізація продуктивності системи

робота з базою даних PostgreSQL

участь у покращенні архітектури платформи

співпраця з QA, DevOps та Project Manager",https://www.work.ua/jobs/7796940/,"['CSS', 'Django', 'Git', 'HTML', 'JavaScript', 'PostgreSQL', 'Python', 'REST API', 'SQL']",26500.0,
"Automation Engineer (n8n, Python, AI Agents)",Horand LTD,,"Локація: RemoteТип: Контракт / Freelance (можлива довгострокова співпраця) Мова: українська. Англійська бажана (але не обов’язково)Про насМи створюємо automation системи та AI-агентів, основним інструментом яких є n8n. Наші проекти включають автоматизацію бізнес-процесів, інтеграції різних сервісів, AI-асистентів, обробку даних та створення складних workflow.Шукаємо інженера, який має сильний досвід з n8n і може будувати надійні automation pipelines з інтеграціями AI та Python.Обов’язки
Проєктування та створення workflow в n8n
Побудова automation pipelines
Інтеграція різних сервісів через API, webhook, email
Робота з LLM API (OpenAI або аналогами) для створення AI-агентів
Обробка та трансформація даних у workflow
Інтеграція Python-сервісів для складнішої логіки
Робота з web scraping / HTML parsing
Побудова систем автоматизації для різних задач (AI-агенти, автоматичні процеси, інтеграції)
Технічні вимогиОбов’язково
Досвід роботи з n8n
Розуміння automation workflows
Досвід роботи з API / webhooks
Досвід інтеграції OpenAI / LLM API
Досвід роботи з Python
Досвід web scraping або HTML parsing
Буде плюсом
Досвід роботи з Playwright або Puppeteer
Досвід інтеграції Gmail / SMTP / різних API
Досвід роботи з workflow orchestration
Досвід створення AI-агентів
Досвід генерації PDF / DOCX
Що пропонуємо
Повністю remote роботу
Роботу над цікавими automation та AI-проектами
Гнучкий формат співпраці
Можливість довгострокової роботи",https://www.work.ua/jobs/7796844/,"['HTML', 'Python']",,
"Middle Backend Developer (Python, FastAPI)",Codefather,Дніпро,"👾 CODEFATHER — амбітна українська IT-компанія.🌍Наша компанія працює на перетині технологій і творчості, розробляючи сучасні рішення для бізнесу та користувачів по всьому світу.🖖У нас молодий, амбітний колектив, що постійно розвивається та горить своєю роботою. В компанії ви завжди знайдете підтримку, менторінг та регулярні тімбілдінги.Тому з радістю чекаємо саме на вас у нашій команді!Наші основні напрямки:💻 Software Development — Створюємо цифрові продукти в різних індустріях:Sport • Fintech • Social Network • Retail • AI Education • Agriculture • Medicine • Delivery Healthcare • Entertainment • Mobile • Real Estate • E-Commerce 🔗 Crypto & Web3 — Будуємо blockchain-рішення майбутнього:Wallets & Payment Systems • Tokenization • KYC & AML NFT & Referral Platforms • Cross-Chain Solutions Exchanges & Analytics • DAO & Governance • DeFi & Liquidity PoolsВідкрита позиція Middle Backend Developer (Python / FastAPI) для спеціаліста, який прагне професійно розвиватися, брати відповідальність за ключові частини backend-архітектури та активно впливати на розвиток наших продуктів. Ми шукаємо розробника з практичним досвідом роботи з Python та FastAPI, який вміє писати чистий код і ефективно взаємодіяти з командою. Ми цінуємо ініціативність, відповідальність, технічне мислення та здатність працювати у тісній співпраці з розробниками, тестувальниками та менеджерами. Працюємо в динамічному середовищі з живою комунікацією, швидким прийняттям рішень та можливістю впливати на технічні рішення.Буде плюсом, якщо ви вже перебуваєте в Дніпрі або готові до релокації.Необхідні навички:
⁠ ⁠Комерційний досвід розробки на Python — від 1 року;
⁠ ⁠Впевнений досвід роботи з FastAPI;
⁠ ⁠Досвід роботи з PostgreSQL;
⁠ ⁠Досвід роботи з ORM (SQLAlchemy);

⁠ ⁠Досвід роботи з WebSockets;
⁠ ⁠Написання складних SQL-запитів;
⁠ ⁠Розуміння індексів та оптимізації запитів;
⁠ ⁠Досвід роботи з Redis (кешування, rate limiting);
⁠ ⁠Розуміння REST, HTTP, JSON API;
⁠ ⁠Досвід роботи з асинхронним програмуванням (asyncio);
⁠ ⁠Досвід роботи з Docker;
⁠ ⁠Досвід роботи з чергами завдань (Celery або RabbitMQ);

⁠ ⁠Досвід написання unit та інтеграційних тестів (pytest);
⁠ ⁠Розуміння принципів чистого коду та мікросервісної архітектури;
⁠ ⁠Досвід роботи з Git;
⁠ ⁠Англійська мова B1+ (читання технічної документації).
Буде плюсом:
⁠ ⁠Досвід роботи з CI/CD (GitHub Actions, GitLab CI);
⁠ ⁠Досвід роботи на фінтех проектах;
⁠ ⁠Досвід моніторингу та логування (Prometheus, Grafana, ELK).
Обов’язки:
⁠ ⁠Розробка та підтримка backend-сервісів на Python (FastAPI);
⁠ ⁠Проектування та реалізація REST API;
⁠ ⁠Робота з реляційними (PostgreSQL) та нереляційними БД (Redis, MongoDB);
⁠ ⁠Оптимізація продуктивності та рефакторинг існуючого коду;
⁠ ⁠Написання unit та інтеграційних тестів (pytest);
⁠ ⁠Участь в архітектурних обговореннях;
⁠ ⁠Декомпозиція завдань на основі технічних вимог;
⁠ ⁠Взаємодія з командами frontend, DevOps та product management.
Умови роботи:
Навчання та курси професійного розвитку за потреби;
Курси англійської мови, які допоможуть у роботі;
Комфортний офіс у центрі Дніпра та команду, яка завжди підтримає;
Гнучкий графік: 09/11:00 — 18/20:00 на ваш вибір;

Корпоративні заходи та тімбілдинги.
Чому Codefather? У нас ти знайдеш атмосферу відкритості, підтримки та росту. Тут можна:✨ Реалізовувати власні ідеї📈 Розвиватися як спеціаліст🚀 Працювати над цікавими продуктами🤝 Бути частиною сильної команди",https://www.work.ua/jobs/7785321/,"['CI/CD', 'Celery', 'Docker', 'FastAPI', 'Git', 'GitHub', 'MongoDB', 'PostgreSQL', 'PyTest', 'Python', 'REST API', 'RabbitMQ', 'Redis', 'SQL', 'SQLAlchemy', 'asyncio']",43000.0,Middle
Product Engineer,Informed Decisions,,"Product EngineerAI-Enabled Products · Full-Stack · End-to-End Ownership Fully Remote (Europe preferred) Independent Contractor · 50−70% initially (ramping to full-time within 6−12 months) Reports to Founder & CEOApply here:https://informedecisions.app/access/05ea079f-84e2-4027-98ae-ea6c4c2c0859/You’re Not a Cog. You’re the Engine.Most engineering roles give you a ticket queue. This one gives you a product.At Informed Decisions, you’ll take real ownership over how a meaningful B2B SaaS platform gets built- from architectural decisions to AI integrations to what ships on Friday. You’ll work directly with the founder, with real influence over technical direction, and you’ll see the impact of your work in how organizations hire and how people’s careers unfold.If you’ve been waiting for a role where your judgment actually matters, this is it.What We’re BuildingHiring is broken in ways most companies don’t even measure. Informed Decisions addresses this by combining IO psychology with data-driven product design— including statistical models, analytics, and AI-enabled capabilities- to make interviews fairer, more consistent, and truly predictive of on-the-job success.We help organizations improve interviewer skills, reduce bias, and connect hiring decisions to real post-hire outcomes. The product is live, the problem is real, and the work is technically interesting.What You’ll OwnThis is a full-stack product engineering role. You’ll work across the system with .NET and Python on the backend, APIs and integrations, AWS infrastructure, and AI-enabled workflows embedded into real product features.Your first major responsibility is taking full ownership of a live, production product— from database and backend services through APIs and application layers- currently developed with an external vendor. This includes deeply understanding what’s been built, identifying what needs to evolve, and establishing the engineering practices and standards that will carry the platform forward.This is an active system with real users, real data, and real consequences. We’re looking for someone who can navigate this transition with technical rigor, sound judgment, and a strong sense of ownership.On the product side, you’ll design and ship features end to end. That means writing the code, making architectural calls, defining what «done» looks like, and owning production quality.On the AI side, you’ll build workflows that integrate LLMs and AI services into the product in ways that are reliable, observable, and grounded in measurable hiring outcomes.Beyond the core platform, you’ll make judgment calls about when a customer need belongs inside the platform and when a standalone tool or application is the right answer- and then you’ll build it.Engagement ModelThis role starts as an independent contractor engagement, scoped at approximately 50−70% capacity.The intent is to increase scope and ownership over time, with a planned ramp toward full-time (100%) involvement within 6−12 months, based on mutual fit, impact, and company needs.You’ll Thrive Here If…
You’ve shipped production systems and can show your work through code, products, or a real portfolio 
You’re comfortable owning decisions when there’s no one to escalate to 
You’ve worked with .NET and Python in real production environments 
You’ve integrated AI or LLM services into live products, not just prototypes 
Remote-first work suits how you operate- you create structure rather than relying on it 
Your English is fluent (spoken, written, and reading), strong enough to communicate technical decisions clearly across time zones 
Experience with early-stage SaaS, third-party integrations, and complex systems is a strong advantage. The tradeoffs are real, and the work reflects that.Why This Role, Why Now
Direct line to the founder, with real influence on product direction 
Work tied to measurable outcomes: fairer hiring and better decisions 
A remote environment built on trust, not surveillance 
High ownership from day one across a technically deep and socially meaningful problem 
How We EvaluateWe don’t screen on credentials. We evaluate based on what you’ve built and how you think. Come ready to show your work.Informed Decisions is fully remote and welcomes contractor applications from across Europe.Sounds relevant? Apply here:https://informedecisions.app/access/05ea079f-84e2-4027-98ae-ea6c4c2c0859/",https://www.work.ua/jobs/7783755/,"['AWS', 'Python']",120000.0,
"Python Web Scraping, Automation Engineer (AI)",AzCode,Київ,"Ми шукаємо Python Developer, який має досвід у web scraping, automation та AI-інтеграціях для розробки системи автоматичного збору, аналізу та обробки даних з веб-платформ. Основна задача — побудувати систему, яка буде автоматично логінитись у веб-акаунти, парсити дані, аналізувати контент за допомогою AI та агрегувати дані в адмін-панелі.   Що потрібно буде робити: 
Розробляти Python-скрипти для автоматичної авторизації в акаунтах на веб-платформах.
Реалізувати регулярний web scraping даних з сайтів (щодня або з заданим інтервалом).
Парсити HTTP responses / API responses та структурувати отримані дані.
Обробляти та зберігати дані у базах даних.
Інтегрувати AI-моделі для аналізу зображень (визначення контенту на картинках / скріншотах).
Використовувати AI для перевірки роботи ігор / UI-елементів.
Дослідити та впровадити AI-агентів, які зможуть:
автоматично реєструватись на сайтах
логінитись у акаунти
виконувати задані дії (наприклад залишати коментарі або взаємодіяти з інтерфейсом).

Розробити адмін-панель / dashboard, де буде відображатися вся зібрана та оброблена інформація.
  Необхідні навички: 
2+ років досвіду роботи з Python
Досвід web scraping та browser automation
Робота з інструментами:
Scrapy
BeautifulSoup
Selenium / Playwright

Робота з HTTP requests, cookies, sessions, headers
Розуміння web protocols та REST API
Досвід роботи з базами даних (PostgreSQL / MongoDB / MySQL)
Досвід інтеграції AI API (OpenAI / Claude / Gemini або подібні)
Базовий досвід computer vision / image recognition
Досвід створення backend сервісів або API (FastAPI / Flask / Django)  
Ми пропонуємо: 
5-ти денний робочий тиждень remote або гібрид (погоджуємо на співбесіді
Робота у висококонкурентний ніші Gambling на західні ринки
Гнучкий графік роботи з початком роботи з 9 до 11
Сучасну робочу техніку, обіди та снеки в офісі
Випробувальний термін до 2-х місяців
Оплачувана відпустка та лікарняні
Внутрішні заходи компанії та корпоративи
Регулярні Performance Review",https://www.work.ua/jobs/7783638/,"['Beautiful Soup', 'Django', 'FastAPI', 'Flask', 'MongoDB', 'PostgreSQL', 'Python', 'REST API', 'SQL', 'Scrapy', 'Selenium']",,
Python-програміст (Web Scraping),AeonCodes,,"Ми шукаємо талановитого Python-програміста, який приєднається до нашої команди крутих розробників. У якості програміста ви будете працювати над розробкою та підтримкою програмного забезпечення для наших клієнтів. Ваші обов’язки будуть включати аналіз вимог, розробку програмного коду, тестування та впровадження програмних рішень.Вимоги:
Досвід розробки на мові програмування Python від 1 року (хоча в деяких випадках разглядаємо кандидатiв без досвiду);
Знання фреймворків, таких як Django, Flask або Fast API;
Обов’язково бути знайомим з Selenium, Playwright або Puppeteer;
Обов’язково бути знайомим з BeautifulSoup або Scrapy;
Розуміння базових принципів об'єктно-орієнтованого програмування;
Навички роботи з базами даних, такими як PostgreSQL або MongoDB;
Досвід роботи з системами контролю версій, такими як Git;
Здатність працювати в команді;
Буде перевагою: 
Базові знання машинного навчання та штучного інтелекту;
Практичний досвiд парсингу даних;
Ми пропонуємо можливість професійного росту та розвитку, цікаві проекти та дружню атмосферу в команді. Якщо ви готові приєднатися до нашої компанії і втілювати свої програмістські навички, надсилайте своє резюме із зразками робіт. Ми з нетерпінням чекаємо на вашу заявку!",https://www.work.ua/jobs/5262279/,"['Beautiful Soup', 'Django', 'Flask', 'Git', 'MongoDB', 'PostgreSQL', 'Python', 'SQL', 'Scrapy', 'Selenium']",30000.0,
Розробник для реалізації MVP AI SaaS-платформи,"Ткачук І. Д., ФОП",,"Шукаємо розробника для реалізації MVP AI SaaS-платформи Стек:
Python
FastAPI
PostgreSQL
Next.js / React
Docker
Stripe
OpenAI API
Важливо:архітектура продукту, логіка роботи та основні кодові блоки вже підготовлені.Потрібно не вигадувати продукт з нуля, а якісно зібрати готову структуру, реалізувати backend/frontend, підключити базу даних, оплату та довести MVP до робочого стану.Основні задачі:
зібрати backend на FastAPI
підключити PostgreSQL
реалізувати frontend на Next.js / React
інтегрувати OpenAI API
підключити Stripe
зібрати Docker-оточення
підготувати MVP до запуску
Буде плюсом:
досвід з AI SaaS
досвід запуску MVP
досвід API integrations
розуміння SaaS-архітектури
Формат:
віддалена робота
проєктний формат
чітке ТЗ та готова логіка
Щоб відгукнутися, надішліть:
коротку інформацію про себе
приклади релевантних проєктів
GitHub / портфоліо
зп 500€/м плюс 1000€ премія після закінчення",https://www.work.ua/jobs/7779633/,"['Docker', 'FastAPI', 'Git', 'GitHub', 'JavaScript', 'PostgreSQL', 'Python', 'React', 'SQL']",25000.0,
Викладач Python для дітей,IT Step Тернопіль,Тернопіль,"IT STEP Academy запрошує, у свою команду Викладача в Малу Комп’ютерну Академію .Комп’ютерна Академія IT STEP — міжнародний навчальний заклад, який спеціалізується на комп’ютерній освіті.Більше дізнатись про Нас Ви зможете на сайті: https://te.itstep.org​Портрет ідеального кандидата
Гарні комунікативні навички, загальна людська привабливість, грамотна мова, коли кандидат говорить, на нього хочеться дивитись і слухати
Любить дітей і вміє з ними спілкуватись
Має достатній рівень знань в технології, на яку проходить відбір, любить в неї занурюватись, знає і вміє розказати про неї і навчити її нюансам простою мовою, яка буде зрозуміла і дитині
Актуальний, слідкує за сучасними трендами в ІТ, розвитком науки і техніки, бізнесу, маркетингу, освіти, культури, в т ч захоплень дітей і молоді
Має проактивну життєву позицію, креативний, готовий до ініціативи та експериментів в роботі
ВимогиЯкі необхідні знання та вміння, для виконання роботи:
Вміння доносити складні речі простою мовою
Знання сучасних трендів, що цікавлять дітей та молодь
Вміння зацікавити своїм поясненням слухачів 
Знання основи програмування на Пайтон — постійні, змінні, функції, алгоритм, кортеж тощо
Вміння провести парсинг сайту
Вміння запрограмувати гру на 2-х гравців
Вміння модифікувати гру на змагання з комп’ютером
Вміння протестувати та продемонструвати результат коду
Примітка — якщо відповіді гарно презентують потенціал кандидата, але його технічних знань недостатньо, в разі наявного навчального треку для викладачів з обраної технології, кандидату пропонується пройти навчання, що забезпечить прокачку тех. бази до потрібного нам рівня.Обов’язкиЩо саме повинен робити співробітник на позиції:
Проведення занять з навчальної дисципліни у цікавій інтерактивній формі. 
Підтримання мотивації студентів протягом курсу.
Забезпечення досягнення студентами практичних результатів навчання, оцінювання їх робіт.
Видача та перевірка домашнього завдання. 
Комунікація зі студентами та батьками в разі виникнення запросів.
Менторський супровід підготовки студентами фінальних проектів. Підсумкове оцінювання. 
Написання відгуків студентам 1 раз на місяць.",https://www.work.ua/jobs/6495766/,['Python'],,
Python Developer,Elementica,Ужгород,"Please note that the vacancy is only for candidates ready for offline format of work in Uzhhorod. Build the most meaningful apps on the latest web technologies!ABOUT ELEMENTICAWelcome to Elementica! We are excited to see you on our profile. Elementica is a leading global software development company — expert in delivering web development, mobile application development and IT consulting services of any complexity to clients worldwide.www.elementica.ioJOB POSITIONWe are looking for a talented Python Developer to join our Development Team on a full time long term basis. You will be at the core of our talented Web Apps teams and focus on building the most advanced and meaningful apps and workflows on the latest web technologies. RESPONSIBILITIES AND DUTIESAs a Python backend engineer, you will play a key role in further ecosystem technical implementation and enhancement. We expect and encourage you to take initiative and be result-oriented and proactive in communication, architecture design, technical implementation, testing and reporting.We are Product oriented developers with a growth mindset. We are curious problem solvers and we like to collaborate, communicate, share knowledge and technical ideas and grow together.What you’ll do:
Comunicate with the product owner and internal management team to perfectly understand domain area, specific tasks and their end goals proir to technical implementation
Design and document architecture of the module / feature prior to its actual coding
Write clean, well documented Python code, covered with the end-to-end and unit tests, following clearly defined internal style guides and best practices
Do thorrough testing of the written code and implemented functionality in order to make sure it works according to the requirements and doesn`t produce new bugs
Participate in regular stand ups with the end client.
What we look for in you:
Results-orientation, collaborative, pragmatic and agile mindset
Strong knowledge in working with FastAPI
Independence and responsibility
Working proficiency in English (written and verbal)
Continuous learning
We are looking for these skills/experience:
Strong knowledge of FastAPI Python framework
Understanding of new Python features, 3.12+ versions are used on our projects
Strong knowledge of Alembic & SQLAlchemy ORM v2.+ 
Experience working with OpenAI and similar APIs (Prompt engineering, integrations)
Experience/understanding in writting both end-to-end and unit tests using PyTest
Understanding of common development principles and best practices (SOLID, DRY, YAGNI), design patterns and Modular Monolithic Architecture
Experience working with Docker and Docker Compose
Experience in CI/CD processes is a plus
Experience with web performance optimizations
What we offer:
The opportunity to drive the development of cutting-edge software products
The chance to work on interesting technical challenges such as advanced algorithms, wide integrations or scalable content management
A positive, highly skilled, young team with a focus on quality
Hybrid working possibility / Home-office friendly / Flexible working hours
Pick your own gear: Linux or IOS — whatever works best for you
A lot of room for your own ideas. We always highly encourage you to work on them together with the team.
Outstanding compensation based on experience and 20 days vacation
Sponsored training opportunities with Udemy
Our job offer Python Developer sounds interesting? Then we are looking forward to receiving your application!",https://www.work.ua/jobs/5017329/,"['Agile', 'Alembic', 'CI/CD', 'Docker', 'FastAPI', 'Linux', 'PyTest', 'Python', 'SOLID Principles', 'SQL', 'SQLAlchemy']",100000.0,Intern
"Tech Lead, Full Stack Developer (React, Python)","Zakon, AO",Дніпро,"Про насМи — адвокатське об'єднання, яке розвиває власний внутрішній технологічний продукт і в подальшому планується як масштабоване SaaS-рішенняНа базі цього продукту планується створення окремої технологічної команди.Нам потрібна людина, яка зможе не просто писати код, а взяти технічний напрям під відповідальність і системно розвивати продукт.Роль
Ми шукаємо Tech Lead / сильного Full Stack розробника, який: 

Зануриться в існуючу MVP-версію
Проведе аудит архітектури
Запропонує технічне бачення розвитку
Допоможе сформувати та посилити команду
Очолить етап масштабування продукту

Технології
Backend: Python (Django) Frontend: React DB: PostgreSQL Інфраструктура: Docker / хмарні сервісиЗадачі найближчого періоду
Розвиток функціоналу системи 

Інтеграції з зовнішніми сервісами
Оптимізація та стабілізація архітектури
Впровадження нових модулів
Побудова технічних процесів
Нам важливо✔ Досвід розробки SaaS або складних внутрішніх систем ✔ Впевнена робота з React чи Python (або і те і те) ✔ Досвід прийняття архітектурних рішень ✔ Розуміння масштабування ✔ Вміння брати відповідальністьЩо ми пропонуємо
Роботу над власним продуктом
Вплив на стратегічні рішення
Можливість очолити технічний напрям
Довгострокову співпрацю
Перспективу участі у розвитку окремої технологічної команди",https://www.work.ua/jobs/7763226/,"['Django', 'Docker', 'PostgreSQL', 'Python', 'React', 'SQL']",130000.0,
